filename,zcr_mean,zcr_var,rmse_mean,rmse_var,spectral_centroid,mean_spectral_rolloff,var_spectral_rolloff,spectral_bandwidth,chroma_deviation_mean,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
blues.00000_1.wav,0.07831694472065702,0.013519039419940562,0.1244828850030899,0.05608784407377243,1782.6226818267398,3845.075666600203,912.6039231561325,2020.5563278887842,0.3420528769493103,-125.18817138671875,51.75859451293945,120.22213745117188,15.46561050415039,-18.35881805419922,15.93515682220459,44.88731384277344,13.798749923706055,-5.4446611404418945,12.143922805786133,20.872966766357422,9.175220489501953,-13.772673606872559,8.65330982208252,16.822574615478516,8.06346321105957,-12.43834400177002,9.41093921661377,11.849509239196777,8.116097450256348,-8.861546516418457,7.458388328552246,9.301556587219238,6.769896507263184,-4.159669399261475,6.411433696746826,7.119119644165039,6.409142971038818,-5.663028240203857,7.465545177459717,0.5301029086112976,8.36492919921875,-2.8709962368011475,5.956472396850586,0.3060775101184845,6.595971584320068,-2.700369119644165,7.661200523376465,2.370232343673706,6.931646347045898,blues
blues.00000_2.wav,0.07910770185877909,0.015144709557508795,0.1353694051504135,0.05336318910121918,1803.1338442711167,3903.82983568373,1059.1694283397221,2043.2080328143174,0.3663909137248993,-104.64991760253906,50.17921829223633,122.30776977539062,20.55776596069336,-16.163612365722656,13.146683692932129,40.85163116455078,11.872856140136719,-10.40974235534668,11.19580364227295,18.029104232788086,9.954347610473633,-12.75588321685791,7.911182880401611,15.955489158630371,7.856240272521973,-12.655364036560059,8.940276145935059,12.149824142456055,7.10219144821167,-7.673405647277832,8.33002758026123,10.479907035827637,6.980418682098389,-4.333719730377197,6.433245658874512,5.224412441253662,6.234721660614014,-6.193036079406738,6.047224521636963,0.6775484085083008,6.09559440612793,-0.9461132287979126,6.2376604080200195,-0.17083577811717987,6.636129379272461,-2.2911975383758545,6.289830207824707,1.5089309215545654,5.56394624710083,blues
blues.00000_3.wav,0.08512208595735277,0.017462556883080165,0.13089068233966827,0.0491732694208622,1767.40653607167,3672.610197487674,846.4264704712915,1944.426261391302,0.3416128158569336,-112.96275329589844,48.454471588134766,125.08988952636719,14.898122787475586,-25.854934692382812,15.922110557556152,44.19730758666992,10.980660438537598,-6.065270900726318,14.084759712219238,19.73911476135254,8.990889549255371,-17.30834197998047,7.66881799697876,15.891155242919922,8.648643493652344,-14.311969757080078,8.612441062927246,11.345276832580566,8.270530700683594,-10.862292289733887,7.576352119445801,8.887645721435547,7.273746013641357,-4.576091289520264,6.349698543548584,6.9269609451293945,6.351194381713867,-5.516427040100098,7.441802024841309,2.7622158527374268,7.039822101593018,-2.8712193965911865,5.890340805053711,0.11813627928495407,6.060443878173828,-3.2308359146118164,8.228864669799805,0.99568110704422,7.727269649505615,blues
blues.00001_1.wav,0.054409247070831425,0.028735124367353038,0.09440458565950394,0.04828694835305214,1364.2737657645605,2976.3033484084976,1565.9349006976984,1842.0304668582246,0.3579999804496765,-221.9311981201172,96.93759155273438,131.1476287841797,24.47553825378418,0.49046775698661804,32.77142333984375,39.101951599121094,15.091164588928223,7.86572265625,15.796411514282227,17.84226417541504,13.383910179138184,-6.045129776000977,15.417726516723633,22.623966217041016,10.410208702087402,-5.247427940368652,13.058588027954102,10.499155044555664,10.334226608276367,-3.123051404953003,8.5821533203125,6.931742191314697,9.36596965789795,-1.8819949626922607,8.046435356140137,4.9514288902282715,8.596168518066406,-4.531080722808838,7.686156272888184,-0.4639620780944824,7.924545764923096,0.4978524446487427,7.82535982131958,0.03932558000087738,6.962971210479736,-1.0835758447647095,7.379338264465332,-0.11230868846178055,7.34499454498291,blues
blues.00001_2.wav,0.0518955548189887,0.017981092472336552,0.08795852959156036,0.04553510621190071,1581.2777848858045,3786.371458544809,1798.0297285840759,2125.2340028002036,0.3461247384548187,-222.16831970214844,84.11478424072266,124.3329849243164,24.11474609375,11.157733917236328,18.144367218017578,38.72260284423828,18.55091667175293,-0.6847625970840454,15.788788795471191,27.818092346191406,12.106788635253906,-12.987436294555664,14.107044219970703,25.157323837280273,12.285086631774902,-14.8134183883667,12.164657592773438,15.075874328613281,10.227775573730469,-8.104752540588379,12.077841758728027,9.27253246307373,10.315808296203613,-3.031386137008667,8.5042085647583,3.856776237487793,7.254776477813721,-7.838705062866211,7.412169933319092,4.567084789276123,7.415159225463867,0.11459968984127045,7.570109844207764,-0.36724671721458435,6.95112419128418,-2.6469898223876953,6.376883029937744,1.118411660194397,6.769454479217529,blues
blues.00001_3.wav,0.05833472754917899,0.021966510762191423,0.10539128631353378,0.05059664696455002,1644.1290105859105,3887.8173261673433,1659.5822408703914,2148.477247012261,0.3150414228439331,-182.54879760742188,78.6314926147461,122.28849792480469,22.39889907836914,9.660446166992188,14.820862770080566,34.9456901550293,14.627236366271973,-3.2775182723999023,16.009830474853516,23.47176742553711,10.004684448242188,-10.868549346923828,11.81047534942627,26.206283569335938,12.343671798706055,-13.931364059448242,11.4083833694458,13.395852088928223,9.952949523925781,-8.509249687194824,9.224708557128906,2.6407785415649414,9.215099334716797,-4.259487152099609,7.539101600646973,5.964156627655029,9.570344924926758,-7.5046234130859375,6.429752826690674,0.34226277470588684,6.635374546051025,-4.127905368804932,7.246336936950684,2.434450626373291,6.720277786254883,1.9012770652770996,7.248391628265381,1.4362187385559082,6.377211093902588,blues
blues.00002_1.wav,0.06865939569950176,0.016906282535227416,0.16596177220344543,0.04542556777596474,1521.5568461335454,3028.0629735535094,922.4179910064587,1736.7993883900097,0.382027268409729,-99.11202239990234,55.19944763183594,141.5541229248047,24.559167861938477,-25.73870086669922,18.360334396362305,34.46564483642578,11.967087745666504,-17.07918930053711,13.622323989868164,25.84556770324707,9.418790817260742,-13.173907279968262,11.469690322875977,10.728311538696289,11.389226913452148,-11.375273704528809,8.685765266418457,7.317138195037842,8.165425300598145,-12.9999361038208,7.61643123626709,4.544574737548828,7.222793102264404,-8.69522476196289,7.4321722984313965,-2.315016508102417,7.486861228942871,-8.144970893859863,6.479926586151123,2.917832851409912,6.156705856323242,-6.660073757171631,7.328519821166992,-2.039234161376953,6.975496768951416,-2.0452702045440674,6.762505531311035,-2.697335958480835,5.34412145614624,blues
blues.00002_2.wav,0.07124179911717202,0.012101024096385525,0.16791844367980957,0.042474109679460526,1507.4574558052393,2976.9278612601506,965.1408323001826,1694.8209392124606,0.3582349121570587,-100.24146270751953,62.314857482910156,145.47894287109375,24.41866111755371,-31.02625846862793,19.56833267211914,36.446128845214844,12.442837715148926,-16.617538452148438,12.585540771484375,26.85281753540039,7.9356303215026855,-13.694904327392578,10.69537353515625,10.985367774963379,9.941658973693848,-13.041634559631348,9.044422149658203,9.181435585021973,8.4381103515625,-15.323973655700684,9.012715339660645,4.021354675292969,8.442553520202637,-7.57013463973999,8.794320106506348,-2.051623821258545,8.294600486755371,-9.81367015838623,6.000159740447998,3.085948944091797,6.844608306884766,-9.155667304992676,6.6489644050598145,-2.2908644676208496,6.454534530639648,-3.5002639293670654,7.172476291656494,-1.5727745294570923,5.691369533538818,blues
blues.00002_3.wav,0.08348206722750971,0.013001386788840602,0.19282764196395874,0.06250517070293427,1626.7521192964805,3109.474468895012,746.3885530892163,1808.7418786005626,0.353570818901062,-74.83751678466797,51.5206298828125,137.33384704589844,17.652231216430664,-33.4280891418457,22.159923553466797,26.887348175048828,9.019950866699219,-10.978672981262207,9.525347709655762,27.237329483032227,8.247589111328125,-16.68966293334961,8.045988082885742,15.702666282653809,8.433295249938965,-13.276410102844238,6.0793938636779785,14.958406448364258,5.924476146697998,-13.275711059570312,5.677051067352295,10.996116638183594,6.22949743270874,-12.386096954345703,5.911385536193848,3.0383734703063965,5.509393692016602,-11.46468734741211,5.307563304901123,3.0047292709350586,6.144673824310303,-8.884285926818848,6.687625408172607,0.3149527311325073,7.977899074554443,-6.01271915435791,5.986126899719238,-1.2610530853271484,5.545296669006348,blues
blues.00003_1.wav,0.029266011122159617,0.010227693220699146,0.14054763317108154,0.08618064969778061,947.018873554784,1863.9460375580047,973.0293183082433,1427.8362976162546,0.39176511764526367,-214.46566772460938,76.58274841308594,156.58692932128906,22.418506622314453,2.785257339477539,17.28929328918457,26.750802993774414,11.700441360473633,4.9731011390686035,14.806580543518066,9.370924949645996,10.120619773864746,-1.3340500593185425,11.754558563232422,10.199724197387695,7.841868877410889,2.4397177696228027,8.28275203704834,8.812751770019531,6.851816177368164,2.4818105697631836,7.529915809631348,4.701362609863281,5.6483964920043945,-2.364664077758789,5.455290794372559,-0.8664065003395081,6.283072471618652,-3.4220166206359863,6.421666622161865,-0.27301308512687683,5.812246799468994,0.23158490657806396,5.583536148071289,2.437520742416382,5.530664920806885,1.2842406034469604,5.175145626068115,-2.2002830505371094,5.5746307373046875,blues
