filename,zcr_mean,zcr_std,spectral_centroid,mean_spectral_rolloff,std_spectral_rolloff,spectral_bandwidth,chroma_deviation_mean,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
blues.00000_1.wav,0.078316945,0.013519039,1782.622682,3845.075667,912.6039232,2020.556328,0.342052877,-125.1881714,120.2221375,-18.35881805,44.88731766,-5.44466114,20.87296677,-13.77267551,16.82257462,-12.43834305,11.84950924,-8.861546516,9.301555634,-4.159669399,7.119120121,-5.66302824,0.530102909,-2.870995998,0.306077421,-2.70036912,2.370232105,blues
blues.00000_2.wav,0.079107702,0.01514471,1803.133844,3903.829836,1059.169428,2043.208033,0.366390914,-104.6499176,122.3077698,-16.16361237,40.85163116,-10.40974426,18.02910423,-12.75588226,15.95548916,-12.65536404,12.14982414,-7.673405647,10.47990704,-4.333720207,5.224412441,-6.193036079,0.677548409,-0.946113169,-0.170835719,-2.291197538,1.508930922,blues
blues.00000_3.wav,0.085122086,0.017462557,1767.406536,3672.610197,846.4264705,1944.426261,0.341612816,-112.9627533,125.0898895,-25.85493469,44.19730759,-6.065270901,19.73911476,-17.30834198,15.8911562,-14.31196976,11.34527683,-10.86229229,8.887645721,-4.57609129,6.926960468,-5.51642704,2.762216091,-2.871219397,0.118136287,-3.230835915,0.995681107,blues
blues.00001_1.wav,0.054409247,0.028735124,1364.273766,2976.303348,1565.934901,1842.030467,0.35799998,-221.9311981,131.1476288,0.490467757,39.10195541,7.865722179,17.84226418,-6.045129776,22.62396622,-5.24742794,10.49915504,-3.123051405,6.931742668,-1.881994963,4.95142889,-4.531080723,-0.463962078,0.497852594,0.039325546,-1.083575964,-0.112308756,blues
blues.00001_2.wav,0.051895555,0.017981092,1581.277785,3786.371459,1798.029729,2125.234003,0.346124738,-222.1683197,124.3329849,11.15773392,38.72260284,-0.684762359,27.81809235,-12.98743725,25.15732384,-14.8134203,15.07587528,-8.104752541,9.272532463,-3.031386137,3.856776237,-7.838705063,4.567084312,0.114599772,-0.367246687,-2.646990299,1.11841166,blues
blues.00001_3.wav,0.058334728,0.021966511,1644.129011,3887.817326,1659.582241,2148.477247,0.315041423,-182.5487976,122.2884979,9.660446167,34.94569016,-3.277518272,23.47176743,-10.86854935,26.20628357,-13.93136406,13.39585209,-8.509248734,2.640778542,-4.259486675,5.964156151,-7.504623413,0.342262864,-4.127905369,2.434450626,1.901276946,1.436218739,blues
blues.00002_1.wav,0.068659396,0.016906283,1521.556846,3028.062974,922.417991,1736.799388,0.382027268,-99.1120224,141.5541229,-25.73870087,34.46564484,-17.07919121,25.84556961,-13.17390728,10.72831154,-11.3752737,7.317138195,-12.99993801,4.544574738,-8.695223808,-2.315016747,-8.144970894,2.917832851,-6.660073757,-2.039234161,-2.045270205,-2.697335482,blues
blues.00002_2.wav,0.071241799,0.012101024,1507.457456,2976.927861,965.1408323,1694.820939,0.358234912,-100.2414627,145.4789429,-31.02625656,36.44612885,-16.61754036,26.85281754,-13.69490433,10.98536777,-13.04163456,9.181435585,-15.32397366,4.021354675,-7.57013464,-2.05162406,-9.813670158,3.085948944,-9.155667305,-2.290864468,-3.500263929,-1.572774529,blues
blues.00002_3.wav,0.083482067,0.013001387,1626.752119,3109.474469,746.3885531,1808.741879,0.353570819,-74.83751678,137.333847,-33.42808914,26.88734818,-10.97867298,27.23732567,-16.68966293,15.70266628,-13.2764101,14.95840645,-13.27571011,10.99611664,-12.38609695,3.038373709,-11.46468735,3.004729271,-8.884285927,0.314952672,-6.012719154,-1.261052847,blues
blues.00003_1.wav,0.029266011,0.010227693,947.0188736,1863.946038,973.0293183,1427.836298,0.391765118,-214.4656677,156.5869293,2.785257339,26.75080299,4.973101139,9.370925903,-1.33404994,10.1997242,2.43971777,8.81275177,2.481811047,4.70136261,-2.364664078,-0.866406322,-3.422016621,-0.273013085,0.231584772,2.437520504,1.284240484,-2.200282812,blues
blues.00003_2.wav,0.034702401,0.013339111,1139.971185,2427.706279,1446.314508,1688.199596,0.423225045,-196.4637909,147.6070862,7.918546677,27.06544876,1.712060332,17.06657219,-8.421959877,9.228924751,-2.117484093,9.92575264,-4.216215134,6.782664299,-4.640331745,-0.366909385,-1.620570183,0.698233962,-4.021687508,-0.756931007,-1.801330686,-3.193583012,blues
