filename,zcr_mean,zcr_std,spectral_centroid,mean_spectral_rolloff,std_spectral_rolloff,spectral_bandwidth,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
country.00000.wav,0.10645548136950252,0.02777381567440084,2797.844810465822,6221.176656087239,1340.2440940923652,2847.5518867723817,0.2810472249984741,0.42657989263534546,0.3357372283935547,0.36622321605682373,0.36985957622528076,0.39192822575569153,0.5901587009429932,0.394517719745636,0.46324440836906433,0.328960120677948,0.3146166503429413,0.34544694423675537,-23.06695556640625,70.26165771484375,3.813589096069336,28.325653076171875,13.753202438354492,5.724030494689941,3.9746289253234863,7.4734883308410645,2.6288516521453857,8.494884490966797,-2.3157191276550293,2.0894813537597656,-3.375138998031616,5.138016700744629,-0.18845273554325104,0.37501317262649536,0.6156615018844604,4.062636852264404,0.9094763994216919,4.095611095428467,country
country.00001.wav,0.12612297509877887,0.0127640604436376,2938.155358204135,6279.551664914443,791.3364353543394,2839.6576888645623,0.3154350817203522,0.4151403605937958,0.3190995752811432,0.446638286113739,0.4168269634246826,0.45503121614456177,0.639277994632721,0.4212484061717987,0.3798726499080658,0.2613445520401001,0.38868656754493713,0.5097879767417908,-7.939365386962891,62.72366714477539,-1.456931233406067,28.112354278564453,9.96690845489502,9.36191177368164,5.411928653717041,9.822587013244629,3.027334213256836,8.42230224609375,0.31230393052101135,6.541569232940674,0.736441969871521,-1.7736868858337402,0.8486101627349854,2.983558416366577,-2.764676809310913,2.824267864227295,-1.7387802600860596,0.9740666151046753,country
country.00002.wav,0.07353616676028209,0.02457488763351858,2308.6733650804686,5190.053453357941,1328.8113063215976,2618.6070963310763,0.2632957696914673,0.3304573893547058,0.2521514296531677,0.25253385305404663,0.36022984981536865,0.2617407739162445,0.22781170904636383,0.22171153128147125,0.3736096918582916,0.4659177362918854,0.29305970668792725,0.26202601194381714,-120.27033233642578,79.23097229003906,5.2338480949401855,34.54825973510742,16.50838851928711,13.13083553314209,6.3471174240112305,9.96243667602539,-1.9985426664352417,6.809574127197266,-6.351778984069824,0.22743166983127594,-6.813056945800781,1.6172670125961304,-1.786316156387329,-0.7005904316902161,-4.772855281829834,-0.28639957308769226,-5.357111930847168,-1.9654728174209595,country
country.00003.wav,0.10203835920333046,0.023706046965658874,2174.0338689308455,4347.882042285459,1605.860647806876,2280.8886059792026,0.3062490224838257,0.3566858470439911,0.6213396787643433,0.3439488708972931,0.3302476704120636,0.23298916220664978,0.36976033449172974,0.5067157745361328,0.3787248134613037,0.47010570764541626,0.27315881848335266,0.3328075706958771,-57.736473083496094,95.77021789550781,-10.117164611816406,40.98030090332031,13.977518081665039,-0.9865095019340515,-0.1834428608417511,7.43121862411499,-3.6269543170928955,9.549537658691406,-2.9399423599243164,2.432668685913086,1.996366262435913,-1.2855814695358276,1.3564090728759766,4.421022415161133,-6.525969505310059,-0.03470033034682274,-1.4140510559082031,-3.078824996948242,country
country.00004.wav,0.1236674669867947,0.02016240817838875,2966.0860947459514,6349.153274205447,1086.2168921216573,2848.1067485730414,0.31377914547920227,0.23278497159481049,0.2186301201581955,0.3611070513725281,0.5384345054626465,0.3554288446903229,0.37833553552627563,0.32241329550743103,0.44789090752601624,0.3797872066497803,0.410352498292923,0.6344283223152161,-20.74787139892578,62.95392990112305,2.302431344985962,30.77008819580078,6.971360683441162,6.502923011779785,6.31989049911499,9.867337226867676,3.4358162879943848,9.37846565246582,-0.4014444649219513,7.521360397338867,-0.9834937453269958,4.021630764007568,-0.6596969962120056,-0.061315011233091354,-0.1664411723613739,0.24156071245670319,-5.4400129318237305,1.827358603477478,country
country.00005.wav,0.13540655351421715,0.019067225536648885,2926.2933111397465,6177.12900742877,1081.3645612043053,2736.7963801479723,0.44004198908805847,0.41107097268104553,0.49564290046691895,0.3665066659450531,0.4426847994327545,0.3515975773334503,0.4036436080932617,0.5230339765548706,0.3706625998020172,0.4111521542072296,0.33253994584083557,0.4441496431827545,-24.652149200439453,62.44562911987305,-7.763711452484131,28.43708610534668,10.987077713012695,5.545515537261963,-0.09318973124027252,13.748111724853516,2.906780242919922,9.913734436035156,0.8580754399299622,5.9601006507873535,-1.2188036441802979,3.0631861686706543,0.9277204871177673,2.0494604110717773,3.0040814876556396,2.975442886352539,-0.17649371922016144,3.656142473220825,country
country.00006.wav,0.127598852854072,0.02389935353509759,2807.798623323479,6022.583194607163,1414.192293247182,2778.2600751105238,0.3870256543159485,0.32384002208709717,0.4791680872440338,0.40973952412605286,0.45526763796806335,0.6415672898292542,0.42213213443756104,0.4380624294281006,0.29581978917121887,0.38349583745002747,0.48700442910194397,0.3347069025039673,-23.165637969970703,71.15422821044922,1.578966498374939,24.444639205932617,16.317766189575195,4.575494289398193,-3.8825652599334717,17.99947738647461,-3.3434436321258545,2.4392499923706055,2.9162213802337646,0.8202899098396301,-1.1060091257095337,0.11136656999588013,-3.3487963676452637,0.18865840137004852,-1.208898901939392,-1.5147736072540283,-2.7256312370300293,-2.110018491744995,country
country.00007.wav,0.11195787086764532,0.023178660308062593,2898.717713090442,6399.852967631337,1186.7814202809232,2878.9814413851964,0.4748137891292572,0.4291931688785553,0.38622185587882996,0.5205093622207642,0.36168575286865234,0.3858972191810608,0.31299498677253723,0.42749062180519104,0.5795016884803772,0.39902058243751526,0.43052223324775696,0.350609689950943,-20.775875091552734,64.90670776367188,6.771145820617676,26.36333656311035,11.670750617980957,13.185673713684082,-1.984930157661438,8.575973510742188,0.4733579754829407,7.446062088012695,-0.4083005487918854,6.953744888305664,3.6621053218841553,2.0288290977478027,0.6481364369392395,4.383713245391846,-2.8071320056915283,2.9762823581695557,-1.835008978843689,-2.3656885623931885,country
country.00008.wav,0.10382658743271145,0.01887983028843868,2505.7118922142513,5479.959461738627,1192.5121168800367,2574.2981184736086,0.35559847950935364,0.36211907863616943,0.26735439896583557,0.3226490616798401,0.48389849066734314,0.3804655373096466,0.3892832398414612,0.2803335189819336,0.3909871578216553,0.29857033491134644,0.26631325483322144,0.46605175733566284,-19.724721908569336,76.64905548095703,-4.828754425048828,32.23617172241211,7.710165023803711,17.190839767456055,-1.4884228706359863,9.151179313659668,2.756342649459839,9.147740364074707,-2.6514055728912354,7.527002811431885,0.3916195333003998,4.96770715713501,2.8346197605133057,1.8994773626327515,2.4598028659820557,6.3936662673950195,-3.3517229557037354,6.310606956481934,country
country.00009.wav,0.15575795750398924,0.016070419345381497,3191.1974627895097,6926.704745822482,930.1592336395037,2948.001830043803,0.3436172306537628,0.3298342227935791,0.49204450845718384,0.2811792194843292,0.35516661405563354,0.43181806802749634,0.48104575276374817,0.7535151839256287,0.46439191699028015,0.4558458626270294,0.3948066532611847,0.37256520986557007,12.180910110473633,58.995853424072266,0.9394747018814087,26.743886947631836,9.24587345123291,3.5647120475769043,1.5306730270385742,8.6534423828125,0.9995680451393127,11.64886474609375,-2.1961371898651123,1.1930484771728516,0.48343518376350403,4.412107467651367,-0.1825980693101883,3.0732600688934326,-1.1690914630889893,4.573296546936035,0.8875552415847778,1.2961231470108032,country
